label,text,spam_categories,target_Bank Scam,target_Gambling Promotion,target_General Spam,target_Phishing,cleaned_text,nb_label
Ham,Welcome 2025 with HIGHEST INTEREST PROMO! Get up to 25% interest on your savings on CIMB's 6th anniversary. Grow your ADB this month. DTI#205698,[],0,0,0,0,welcome highest interest promo get interest saving cimbs th anniversary grow adb month dti,Ham
Phishing,Good day! Ur resume is qualified for Work-from-home job. 5k daily. Apply: bit.ly/ph-33779,['Phishing'],0,0,0,1,good day ur resume qualified workfromhome job k daily apply urllink,Spam
Ham,"Get the best summer deals with your GlobeOne app! Download GlobeOne, tap REDEEM REWARDS then JOIN NOW. Earn Globe Rewards points when you buy your favorite promos like Go+99 via GlobeOne. Use your points to redeem FUN-tastic discounts and vouchers! REF# LS ",[],0,0,0,0,get best summer deal globeone app download globeone tap redeem reward join earn globe reward point buy favorite promos like go via globeone use point redeem funtastic discount voucher ref l,Ham
Ham,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,[],0,0,0,0,hi wont b ard christmas enjoy n merry xmas,Ham
"Gambling Promotion, Phishing","SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE","['Gambling Promotion', 'Phishing']",0,1,0,1,sm service inclusive text credit pls goto urllink login qxj unsubscribe stop extra charge help comuk cm ae,Spam
Ham,Bayad na po yan sa Shopee pay,[],0,0,0,0,bayad shopee pay,Ham
Gambling Promotion,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186,['Gambling Promotion'],0,1,0,0,enjoy jamster videosound gold club credit new videosounds logosmusicnews get fun jamstercouk help call,Spam
Phishing,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,['Phishing'],0,0,0,1,tried contact response offer new nokia fone camcorder hit reply call delivery,Spam
"Gambling Promotion, Phishing","Winner! Chosen mobile # for P50,000 voucher Puregold lucky draw. Claim at 09523782743.","['Gambling Promotion', 'Phishing']",0,1,0,1,winner chosen mobile p voucher puregold lucky draw claim,Spam
"Bank Scam, Phishing",Your Landbank credit card has been used for P500k. Report if unauthorized: bit.ly/secure-ph-313485,"['Bank Scam', 'Phishing']",1,0,0,1,landbank credit card used pk report unauthorized urllink,Spam
"Bank Scam, Phishing","Dear BANCO DE ORO Bank Customer,    Account re-verification needed due to a system update. Follow instructions at official-web.info/online.bdo.com.ph . Thank you for your cooperation.    Sincerely, BANCO DE ORO","['Bank Scam', 'Phishing']",1,0,0,1,dear banco de oro bank customer account reverification needed due system update follow instruction officialwebinfoonlinebdocomph thank cooperation sincerely banco de oro,Spam
Spam,"Good day this is from Getmeds Philippines Inc my name is ren, we'll just ask if you want to order? I'll be more than happy to assist you ‚ò∫Ô∏è",['General Spam'],0,0,1,0,good day getmeds philippine inc name ren well ask want order ill happy assist òôè,Spam
Ham,"WAG I-SHARE ANG IYONG OTP. May bagong device na nagrequest ng access sa GCash account mo. Kung ikaw ito, ang OTP ay 839126. Kung hindi, scam yan at wag ibigay.",[],0,0,0,0,wag ishare iyong otp may bagong device nagrequest access gcash account ikaw otp hindi scam wag ibigay,Ham
Phishing,Globe/Smart: Redeem your unclaimed Toyota Vios now. Click to claim: bit.ly/secure-ph-235353,['Phishing'],0,0,0,1,globesmart redeem unclaimed toyota vios click claim urllink,Spam
Phishing,Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner,['Phishing'],0,0,0,1,burger king wanna play footy top stadium get burger king st sept go large super cocacola walk winner,Spam
Ham,"May chance kang magka-group QT with Joshua Garcia sa BONUS ROUND ng TNT Paskong Panalo Raffle! Siguraduhing naka-text ng RAFFLE to 5858 muna at mag-load ng SAYA ALL 149 from Dec 12-21 to earn raffle entries. Sa pag-text nito, sumasang-ayon ka sa T&Cs at Privacy Notice ng promo. For more info, visit https://tntph.com/pp24tncdpn",[],0,0,0,0,may chance kang magkagroup qt joshua garcia bonus round tnt paskong panalo raffle siguraduhing nakatext raffle muna magload saya dec earn raffle entry pagtext nito sumasangayon ka tc privacy notice promo info visit urllink,Ham
Phishing,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",['Phishing'],0,0,0,1,freemsg awarded free mini digital camera reply snap collect prize quizclub opt stop pwk sprwm ph,Spam
Ham,"SHOPEE: Use OTP code 018700, TO UPDATE PHONE NUMBER. Valid for 15 mins. NEVER share this code with others, including Shopee staff. PW42aWeqbj5",[],0,0,0,0,shopee use otp code update phone number valid min never share code others including shopee staff pwaweqbj,Ham
Ham,"Bagong taon, bagong Smart cell sites sa DAVAO CITY! Lalakas ang signal, lalakas ang saya! Mag load na ng TNT promos at yayain ang tropa bumili ng TNT sim.",[],0,0,0,0,bagong taon bagong smart cell site davao city lalakas signal lalakas saya mag load tnt promos yayain tropa bumili tnt sim,Ham
Ham,Your payment of P599.00 to GOMO has been successfully processed on 01-30-23 08:01:45 PM. Ref. No. 122036278,[],0,0,0,0,payment p gomo successfully processed pm ref,Ham
Ham,"It's not too late to claim your FREEBIE of 1GB for surfing, valid for 7 days. Simply load at least P90 one time by 10/28/2024. If you've already claimed your freebie, please disregard this message. REF#: FGRN20 ",[],0,0,0,0,late claim freebie gb surfing valid day simply load least p one time youve already claimed freebie please disregard message ref fgrn,Ham
"Gambling Promotion, Phishing",Looking for extra income? Shopee needs 50 people for remote work. Register: bit.ly/secure-ph-359239,"['Gambling Promotion', 'Phishing']",0,1,0,1,looking extra income shopee need people remote work register urllink,Spam
Ham,I-celebrate ang PASKO with our Grand Gift: Get up to 100 GB data + UNLIMITED CALLS & TEXTS! Paano? Send 10 'Pasa Promo' to DIFFERENT loved ones: 1. Start sending 3 PasaPromo to get Santa's First Gift: 24 GB & more. 2. Share 3 more PasaPromo for Double Delight: 48 GB & more. 3. Complete 4 more PasaPromo to unwrap the Grand Gift. Go to 'Pasa' on https://smrt.ph/GetSmartApp to start sending! 'Til 18-December-2024 only!,[],0,0,0,0,icelebrate pasko grand gift get gb data unlimited call text send pasa promo different loved one start sending pasapromo get santa first gift gb share pasapromo double delight gb complete pasapromo unwrap grand gift go pasa urllink start sending til december,Ham
Ham,"You have successfully linked your GCash account to GOOGLE_PH. Enjoy easier online shopping with GCash now! Tap https://gcashapp.page.link/gcredit to check if you can enable GCredit, your always-ready credit line, as backup for your future online payments with GCash.",[],0,0,0,0,successfully linked gcash account google_ph enjoy easier online shopping gcash tap urllink check enable gcredit alwaysready credit line backup future online payment gcash,Ham
"Bank Scam, Phishing","BDO Alert: May login attempt mula sa bagong device. Kung hindi ikaw ito, i-secure ang account: wa.me/63912345678","['Bank Scam', 'Phishing']",1,0,0,1,bdo alert may login attempt mula bagong device hindi ikaw isecure account wame,Spam
Ham,anong isusuot mo bukas,[],0,0,0,0,anong isusuot bukas,Ham
"Bank Scam, Phishing",BPI Alert: May login attempt mula sa Quezon City. Secure ur account d2: bit.ly/ph-51119,"['Bank Scam', 'Phishing']",1,0,0,1,bpi alert may login attempt mula quezon city secure ur account urllink,Spam
"Bank Scam, Phishing",Security Bank: Your account is locked. Please verify identity now: bit.ly/ph-43198,"['Bank Scam', 'Phishing']",1,0,0,1,security bank account locked please verify identity urllink,Spam
"Gambling Promotion, Phishing",Casino sabong Slots Bingo Fish Free 1888P Good Luck Simulan ang Pagsali sa https://a22.pw/#,"['Gambling Promotion', 'Phishing']",0,1,0,1,casino sabong slot bingo fish free p good luck simulan pagsali urllink,Spam
Ham,"We are unable to process your Bank Transfer to your LANDBANK / OFBank account. For assistance, please visit the GCash Help Center. Ticket No. 0003774763766.",[],0,0,0,0,unable process bank transfer landbank ofbank account assistance please visit gcash help center ticket,Ham
Ham,Naka login na po ako,[],0,0,0,0,naka login ako,Ham
Phishing,"C0NGRATS! Napili ur # for P500k from Shell. To claim, call Atty. Lopez 09422945176.",['Phishing'],0,0,0,1,cngrats napili ur pk shell claim call atty lopez,Spam
Ham,"Step your wardrobe game up with stylish picks from Lazada! Just swap 3.5GB for a Lazada P50 Voucher on 'Mo Creds to shop 15% OFF at the Lazada 9.9 Mega Brands Sale lzd.co/LAZGOMO. Data charges may apply. Discount is 15% off, capped at P50, minimum spend of P99. This deal is available from September 1-30 only. No advisories? Text OFF to 2686 for free.",[],0,0,0,0,step wardrobe game stylish pick lazada swap gb lazada p voucher cred shop lazada mega brand sale lzdcolazgomo data charge may apply discount capped p minimum spend p deal available september advisory text free,Ham
Phishing,Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP Arrow,['Phishing'],0,0,0,1,moby pub quizwin high street prize u know new duchess cornwall txt first name unsub stop sp arrow,Spam
Ham,"Uy, weekend na! Mag-binge watch gamit ang iyong FREE VIU VOUCHER! Mag-load lang ng TNT ALL DATA 99 with 2 GB data. May kasama rin itong FREE 7-day Viu Voucher, perfect pang-stream ng fave KDrama series mo! Load na sa Smart App https://smrt.ph/GetSmartApp DTI216150",[],0,0,0,0,uy weekend magbinge watch gamit iyong free viu voucher magload tnt data gb data may kasama itong free day viu voucher perfect pangstream fave kdrama series load smart app urllink dti,Ham
Ham,You are running out of load! Your balance is: P3 Do you want to borrow P40 now? Reply YES to accept! Loan amount plus P16 fee will be deducted on your next reload. Ref:<23634042218>,[],0,0,0,0,running load balance p want borrow p reply yes accept loan amount plus p fee deducted next reload ref,Ham
Bank Scam,"Greetings from BDO, as part of our continuous effort to bring you the best online banking services, we request that you verify your account information to continually access mobile banking and receive an OTP. Proceed to online.mybdo-secure.tw . Failure to do so will result in an account suspension.",['Bank Scam'],1,0,0,0,greeting bdo part continuous effort bring best online banking service request verify account information continually access mobile banking receive otp proceed onlinemybdosecuretw failure result account suspension,Spam
Ham,"Something new, something BLUE, starts with G. Subukan ang mas pinadaling pagbayad sa GigaLife App NOW. Go to smrt.ph/GigaLifeCash",[],0,0,0,0,something new something blue start g subukan ma pinadaling pagbayad gigalife app go smrtphgigalifecash,Ham
Ham,Please don't text me anymore. I have nothing else to say.,[],0,0,0,0,please dont text anymore nothing else say,Ham
Spam,May P6140 credit natanggap ang number na ito! Ito ay valid lamang within 8 hrs! Magregister at maglagay ng P50 upang maclaim sa aming 24/7 CS: phee.so,['General Spam'],0,0,1,0,may p credit natanggap number valid lamang within hr magregister maglagay p upang maclaim aming c pheeso,Spam
Spam,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,['General Spam'],0,0,1,0,dear dave final notice collect tenerife holiday cash award call landline tc sae box cwwx ppm,Spam
Spam,You are subscribed to Celebrity Gossip! Be honest with your partner. Text YES to 8888.,['General Spam'],0,0,1,0,subscribed celebrity gossip honest partner text yes,Spam
Ham,<#>The OTP code for your GCash Bank Transfer is 209701. REMINDER: Your bank or GCash will never ask for this code. Do not share it with anyone. yyAfcYn/qSW,[],0,0,0,0,otp code gcash bank transfer reminder bank gcash never ask code share anyone yyafcynqsw,Ham
"Bank Scam, Phishing",Good day! Im recruiter from Lazada. Your resume is qualified for 5k/day job. Click to apply: bdo-secure-login.xyz,"['Bank Scam', 'Phishing']",1,0,0,1,good day im recruiter lazada resume qualified kday job click apply bdosecureloginxyz,Spam
Ham,You've been out a while and we're starting to miss you! We hope we can make you smile with a treat. Here's FREE 180 mins of calls to Globe/TM valid for 2 days which you can enjoy when you load at least P10 one time by 07/23/2023! #BestTimeWithGlobe REF#: FGRT2 ,[],0,0,0,0,youve starting miss hope make smile treat here free min call globetm valid day enjoy load least p one time besttimewithglobe ref fgrt,Ham
Ham,Kaya mo nang i-checkout ang nasa cart mo! Treat yourself this weekend & pay later with GGives for affordable installments. I-GGives mo na!,[],0,0,0,0,kaya nang icheckout nasa cart treat weekend pay later ggives affordable installment iggives,Ham
Ham,matulog na kayo maaga pa pasok bukas,[],0,0,0,0,matulog maaga pasok bukas,Ham
Ham,"Did you request to do BANK TRANSFER to BDO Unibank, Inc. account no. ending in 6177 with amount of PHP 1000.00? If not, DON'T ENTER YOUR OTP ON ANY SITE OR SEND IT TO ANYONE because IT'S A SCAM! If you requested, your OTP is 570670.",[],0,0,0,0,request bank transfer bdo unibank inc account ending amount php dont enter otp site send anyone scam requested otp,Ham
Ham,diet ako ngayon pass muna,[],0,0,0,0,diet ako ngayon pas muna,Ham
Ham,1/2 30-Nov 08:49: P5 has been shared from 09617107951 to 09129094503. Ref:290675089713,[],0,0,0,0,nov p shared ref,Ham
Ham,Nag file ka na ba ng leave,[],0,0,0,0,nag file ka leave,Ham
Ham,"Did you request to do BANK TRANSFER to BDO Unibank, Inc. account no. ending in 6177 with amount of PHP 1000.00? If not, DON'T ENTER YOUR OTP ON ANY SITE OR SEND IT TO ANYONE because IT'S A SCAM! If you requested, your OTP is 517711.",[],0,0,0,0,request bank transfer bdo unibank inc account ending amount php dont enter otp site send anyone scam requested otp,Ham
Phishing,Netflix PH: Your membership is on hold. Update payment to continue: bit.ly/secure-ph-956676,['Phishing'],0,0,0,1,netflix ph membership hold update payment continue urllink,Spam
Ham,Use 945344 for two-factor authentication on Facebook.,[],0,0,0,0,use twofactor authentication facebook,Ham
Spam,"slotsph.tv/jkFdeiGJ Libreng pera sa pag-sign up, kunin mo na at simulan ang paglalaro at pagwawagi.",['General Spam'],0,0,1,0,slotsphtvjkfdeigj libreng pera pagsign kunin simulan paglalaro pagwawagi,Spam
"Bank Scam, Phishing",Your BDO credit card has been used for P500k. Report if unauthorized: bit.ly/secure-ph-494737,"['Bank Scam', 'Phishing']",1,0,0,1,bdo credit card used pk report unauthorized urllink,Spam
"Gambling Promotion, Phishing",777PUB: Jackpot is waiting! Register na and start winning. Laro na d2: t.me/earn-daily-ph,"['Gambling Promotion', 'Phishing']",0,1,0,1,pub jackpot waiting register start winning laro tmeearndailyph,Spam
Ham,Hahahahahaha same,[],0,0,0,0,hahahahahaha,Ham
Bank Scam,"""We received your interest in applying for a Unionbank Credit Card.    We are now processing your application.    Kindly send only 2 valid IDs to the processing team via TELEGRAM at 09752571580    Once we receive your ID, please wait for our verification call.""",['Bank Scam'],1,0,0,0,received interest applying unionbank credit card processing application kindly send valid id processing team via telegram receive id please wait verification call,Spam
